0.40923,-1.0359,-0.41214,0.014808,0.23763,-0.78169,-0.20185,-0.75818,-0.39118,-0.69676,0.023543,-1.2536,-1.2064,-0.03941,-1.324,-1.2683,-0.52956,0.3474,-0.20715,-0.86953,0.31368,-0.79489,-0.82751,-0.24264,-0.87771,1.6,-1.4011,-0.27927,-1.2338,-1.4044,0.2864,-0.6985,-0.25215,1.8331,0.12368,-0.32246,-0.34157,-1.0619,-0.63658,-0.85707,-0.82973,-1.0885,0.05355,0.098881,-0.9785,-0.44135,0.92272,-0.2634,-0.98005,-0.54015,-0.093555,-0.60873,-0.48756,0.16617,-0.31765,-0.57452,-1.297,-0.092745,0.19901,-0.54147,0.048716,-0.98293,-1.7067,-0.056564,-0.80085,-0.58073,-1.0235,-0.88057,-0.2209,0.1798,1.9857,-1.1355,0.084288,-0.05765,0.1065,-1.0842,-0.0081886,-0.37485,-0.35619,-0.93724,-0.88296,0.059759,0.20119,0.05184,-0.67957,1.288,-0.41775,0.53862,-0.5161,0.023024,1.1884,0.4352,-0.5488,-0.46131,0.41123,-0.52986,-1.4511,-0.59258,-0.79181,-0.19781
-0.59874,0.67865,-0.35665,-0.37657,-0.46613,0.54866,-0.40689,0.34926,1.062,-0.69245,0.32792,-0.92589,-0.65108,-0.50946,-0.41971,0.14987,-0.0020785,-0.93647,-0.71165,-1.6191,-1.2971,-0.11478,-0.39075,-1.2271,-0.20241,-0.28256,-0.49593,-0.8999,-0.46549,-0.98533,-0.36485,0.53564,-0.63475,-0.13133,0.86877,0.24991,-0.67012,0.17816,-0.63288,1.1261,-0.16913,-0.091243,0.071748,-0.31636,0.6426,-0.71831,-0.15679,-0.8354,-0.050968,-0.12641,-0.55577,0.086942,-0.95458,0.26022,0.33664,0.4976,-0.99613,0.36724,-0.79853,0.43476,-0.81419,-0.61924,-0.77466,1.0223,-0.35357,1.0228,-1.1782,-0.56131,-0.27466,1.5447,-0.19489,0.058313,-0.40616,-0.44604,0.58563,-0.9306,-0.14852,-0.70284,-0.3576,-0.34762,-0.31637,-0.49176,-0.064538,-0.8138,-0.989,-1.0268,0.30482,-0.86622,0.43219,1.9944,-0.65114,1.2426,0.37702,-0.64314,-0.76824,1.2734,-0.46521,-1.6039,-0.85654,0.012105
-0.46829,-0.93733,-0.27364,0.75537,0.26306,0.042745,-0.53692,1.5081,0.13126,-0.68985,-1.2007,1.0228,-0.64105,-0.37854,-1.3494,-0.73007,-1.7998,0.48034,-1.1208,1.169,1.1356,0.28972,-0.92905,0.78593,-0.34073,-0.6275,-0.10532,-0.45227,1.2562,-1.0248,-1.119,0.29863,0.67653,-1.05,-0.59531,-1.3367,-0.060916,1.6834,-0.6232,-0.50991,-0.65606,0.16356,-0.57156,-0.84643,0.27424,0.086825,-1.6168,-0.22049,0.68757,1.0326,-1.609,0.44645,1.0751,-0.63125,0.15007,-0.49003,-1.4217,1.1097,-0.9902,-0.48961,1.3938,-0.7585,-1.2334,0.0031486,0.25693,-1.1052,0.093976,0.58501,-1.0431,-0.88157,-1.001,0.030523,-0.68421,-0.28426,0.15275,-1.6179,0.47118,-0.78461,0.16925,-0.7298,-0.73785,-0.89035,-1.9156,-0.0075927,-1.3224,-0.32031,-0.3443,-0.1301,-1.5187,-0.60666,-0.19253,0.59541,-0.94761,-0.34107,0.094227,-1.3324,1.049,-0.89322,-0.13576,0.65265
0.39029,-1.562,-0.73119,-0.48641,0.15223,-0.20531,-1.167,0.10683,0.059046,1.757,-0.4888,-0.82329,-0.38474,-0.64621,1.9105,-0.9523,0.25341,-1.0552,1.2639,-1.2034,-1.6217,-0.22355,-1.8154,-1.0996,-0.40409,-0.88297,-0.6694,-0.20295,0.036355,-0.61148,-0.4402,-0.52757,-0.24181,-0.76127,-0.92036,-0.77327,-0.86468,-1.4043,-0.77119,-0.12141,-0.99493,0.81998,-0.61949,-0.11919,-1.3302,-0.43113,-0.71449,-1.1162,1.5467,-1.5812,-0.39901,0.57216,1.0939,-0.7617,-1.209,-0.082442,-0.24788,-1.394,-1.661,1.5708,-0.059516,-1.2319,-0.45065,-0.48847,-0.78561,-0.779,-0.031178,0.87043,0.27879,-1.1789,0.011777,-0.63161,1.6939,-0.0096509,-1.6035,-1.6468,-0.30477,-0.94452,-0.41747,-1.0262,-1.1078,-0.55456,-1.0644,-0.70421,1.4713,-0.52632,-0.081676,-0.012885,1.7018,-0.28881,-1.4735,-0.25251,-0.70903,-0.34826,-0.52983,0.72345,-0.62667,-0.33054,-0.99376,-1.26
-0.14158,0.43566,2.1649,-0.56652,-0.038308,-0.72578,-0.28725,-1.3881,2.2605,0.41204,1.6673,0.9853,-2.326,-0.81755,-0.5501,0.30118,-0.036956,-0.23802,-0.60873,-0.7327,-0.34853,0.018335,-0.71815,-1.4235,-0.46976,-0.62897,-1.4485,-0.42742,-1.6365,-1.7333,0.067755,-0.58356,-1.5394,-0.42627,-0.95175,-0.46456,-0.15998,-0.72191,0.20939,-0.70045,0.28878,-1.2492,-0.46074,0.63215,-0.74356,-0.22414,0.27753,1.338,-0.72425,-0.57081,-0.84503,-0.54998,-0.77374,-0.71612,-1.2905,-0.20841,1.0709,-0.23226,-1.0065,-0.70081,-0.32342,-0.5444,-0.43765,1.161,-0.20396,-0.39015,-0.06751,-1.5781,-0.066556,-0.64507,-1.289,0.15659,-0.067388,-0.32029,-0.55539,0.5418,-1.1428,0.7114,-0.058307,-0.71464,-0.43636,-1.8784,0.33416,-0.22958,-0.043615,-0.55958,0.022131,-0.51887,-0.61341,-0.15848,-0.29292,0.8333,0.62265,1.7871,-1.2122,0.38253,0.012744,-0.12255,-0.024777,-0.81841
-0.030086,-1.0646,-0.22769,0.87613,-0.060903,1.4093,0.015177,-0.82607,-1.168,-0.26057,0.046298,-0.20932,0.24713,1.776,0.5619,1.5181,0.012431,-1.0396,1.6466,-0.25331,-1.3622,0.43568,2.2705,-0.71804,0.28048,-1.1808,0.76078,-0.32643,-0.51802,0.8265,-0.3664,-1.4363,2.0976,-2.2174,0.74602,0.64744,0.64599,-0.14445,0.55523,-0.10036,-1.0076,-1.3271,-0.27464,-0.49855,-0.8391,0.10332,-0.65025,0.58594,-1.6933,-0.42775,-1.6932,-0.60038,-1.071,-0.72337,-0.88499,-0.28054,-0.67252,-0.50236,1.4526,-1.4875,-0.68044,-0.7286,0.69454,-0.19293,0.30862,1.397,-1.7854,-0.90519,-0.29883,0.2646,-0.81746,-1.0205,0.014333,0.061279,1.6718,-1.4869,-0.1441,-0.36628,-0.70967,1.6777,0.16126,-0.46319,0.68469,-0.092951,0.82762,0.31372,0.63451,-0.39794,-1.0365,0.081073,-0.39383,-0.95281,0.73763,-0.35173,0.20439,-1.101,-0.29663,-0.5125,0.34843,-0.6926
0.030629,-1.0672,-0.83904,-0.3194,0.033283,-1.8211,-0.63678,-1.3406,-1.0944,-0.024293,-0.47201,-1.3069,1.3996,-0.72545,-1.1212,-0.84864,0.44779,-0.62971,-0.38284,-0.43994,0.60198,-0.78099,-0.9055,0.42957,-0.67767,-1.5269,-0.91976,-0.066508,-1.1387,-0.86698,0.45227,0.52509,-0.41212,-0.68073,-0.28452,0.13213,-0.02254,-0.97056,-0.26538,-1.3302,-0.73941,-0.76143,-0.51158,0.12421,-0.022199,-0.37244,0.032572,-1.8109,-1.0917,0.14657,-0.44582,-0.79259,-1.7622,-0.24899,0.67484,-0.49051,1.3007,-0.23249,0.7457,-0.42021,-0.38696,-0.1155,0.091768,-1.1159,-0.37724,-0.079014,-0.62915,-0.079471,-0.30348,-0.42884,-1.4383,-0.10273,-0.64822,0.1434,-0.44631,-0.84513,-0.77806,-0.36908,0.052889,0.20341,2.1129,-1.5432,1.3443,0.11788,-1.3796,0.73498,-0.82019,-0.95869,-0.46947,-0.66285,-0.39259,-0.19157,-0.86546,-0.62699,0.44315,0.91754,0.58911,-1.0519,0.69214,0.5134
0.5756,-0.17826,0.19555,-0.22493,-0.48166,-0.67833,-0.70938,-0.043768,-0.18691,-0.6301,-0.84948,-1.4719,0.55473,-0.37143,-1.0774,-1.1361,0.55833,0.049014,-0.19535,-0.90127,-1.5886,-0.64539,-0.61049,0.041695,0.96386,-0.2096,1.5759,-0.49851,0.27943,0.5682,-0.55272,-0.62502,-0.23915,0.5009,0.47159,-0.36812,-0.32168,-1.2088,-0.93133,0.33256,0.13154,0.2947,-0.59807,0.26268,-0.24981,-0.66544,0.14747,0.82737,-0.76561,1.3224,-1.8001,0.70024,1.0971,0.4149,-0.72649,1.3965,-0.33069,-0.78416,-0.16307,-0.33598,-0.65337,1.7845,-0.3122,-0.37748,-0.42227,-0.31693,-0.13851,1.2702,-0.99931,-0.97988,0.39216,1.6467,-0.35144,0.10898,-0.46705,1.4888,-2.2691,1.1576,-0.82738,0.05777,-0.35428,0.43842,-0.022327,-0.090269,-0.60988,-0.50873,-0.33418,-0.65843,-0.94565,-0.44898,-0.56946,-0.84799,-0.36092,-0.93501,-0.93783,0.31466,-0.71895,-2.0296,-0.7517,-0.52603
-0.10474,-1.3758,-0.013551,-0.34647,-0.11125,-1.4285,-0.44147,-0.92292,-0.58335,-0.90429,0.41328,-1.5977,-0.54841,-2.12,-1.7107,-0.83078,-1.379,0.42683,-0.52333,0.20858,-2.3314,-0.18234,-0.97351,-0.92108,0.12038,0.080574,-1.4232,-0.43667,-0.2454,-0.30091,-0.37124,-0.89379,-0.59016,-0.78139,-0.82283,-0.53755,0.27547,-1.8609,0.44113,-1.1012,1.2483,-1.4417,-0.38954,-0.012017,0.77725,-0.41031,-1.5094,-1.0082,-1.0682,-1.4188,-0.14939,-1.2219,-2.2543,-0.35191,-0.23802,-1.0972,-0.63955,-1.0738,-0.87508,-0.63196,-1.884,-0.85443,0.34447,-1.1143,-0.15629,-1.1591,0.62912,-0.14915,0.55958,-1.7733,-1.4896,-0.41596,-0.87868,0.37046,-1.4283,-1.6234,0.51992,-0.89575,-1.4702,-0.31895,-0.68929,0.01316,-0.16512,0.29961,-2.0727,-1.7305,-1.0125,0.3664,-1.1893,-0.66476,-0.6156,-1.1008,0.26842,-1.1658,-1.5291,-0.9827,-0.97552,0.0087722,-0.525,0.85139
-0.4884,1.2859,-1.2475,0.095562,-0.64214,-0.74531,-0.45341,1.0126,-2.1032,-0.79162,-1.2854,0.87964,-0.86116,-1.489,0.050363,0.058248,0.44793,-0.50949,-0.16739,-0.73669,-0.36814,-0.51742,-0.72626,-0.601,-0.79224,-1.0335,-1.606,-0.252,-1.6469,0.59573,0.75164,0.75318,-0.078653,-0.48997,0.28039,1.0672,0.017877,-0.6747,0.35482,-0.95891,-0.16427,-0.33039,-0.48724,-0.50667,-1.5435,-0.44376,0.1688,-1.3983,-0.88706,-2.1201,-1.1008,-0.60136,-2.3377,0.11447,-0.17661,-1.5478,-1.1249,-0.38535,-0.67867,-0.67128,0.14256,-1.8897,-1.0002,-0.6265,0.077293,0.41953,-0.36264,-0.45824,-0.30575,-0.41803,-0.9989,-1.3504,-0.90941,-0.17079,-1.2943,1.2953,-1.8845,-1.2639,1.3193,-0.38401,-1.0322,1.0278,-0.12954,0.19924,0.16258,-0.82106,0.65598,0.29656,-0.2227,-0.00072306,-0.8362,-1.9552,-0.74299,-1.9635,-0.83748,-1.471,-2.0839,0.31847,0.24289,-1.4659
